DatabaseFingerprint,UnitId,ID_figurine,Type,Nom_datasheet
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,54,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,54,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,54,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,54,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,54,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,54,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,54,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,54,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,54,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,54,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,54,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,54,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,54,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,54,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,54,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,54,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,54,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,54,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,54,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,54,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,54,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,54,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,54,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,54,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,54,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,54,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,54,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,55,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,55,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,55,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,55,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,55,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,55,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,55,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,55,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,55,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,55,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,55,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,55,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,55,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,55,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,55,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,55,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,55,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,55,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,55,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,55,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,55,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,55,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,55,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,55,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,55,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,55,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,55,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,55,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,55,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,55,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,55,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,56,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,56,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,56,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,56,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,56,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,56,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,56,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,56,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,56,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,56,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,56,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,56,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,56,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,56,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,56,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,56,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,56,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,56,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,56,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,56,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,56,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,56,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,56,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,56,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,56,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,56,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,56,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,56,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,56,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,56,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,56,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,57,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,57,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,57,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,57,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,57,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,57,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,57,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,57,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,57,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,57,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,57,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,57,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,57,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,57,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,57,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,57,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,57,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,57,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,57,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,57,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,57,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,57,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,57,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,57,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,57,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,57,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,57,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,57,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,57,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,57,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,57,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,58,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,58,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,58,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,58,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,58,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,58,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,58,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,58,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,58,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,58,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,58,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,58,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,58,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,58,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,58,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,58,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,58,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,58,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,58,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,58,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,58,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,58,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,58,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,58,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,58,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,58,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,58,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,58,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,58,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,58,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,58,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,59,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,59,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,59,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,59,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,59,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,59,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,59,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,59,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,59,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,59,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,59,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,59,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,59,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,59,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,59,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,59,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,59,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,59,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,59,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,59,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,59,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,59,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,59,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,59,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,59,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,59,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,59,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,59,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,59,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,59,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,59,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,60,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,60,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,60,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,60,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,60,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,60,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,60,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,60,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,60,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,60,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,60,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,60,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,60,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,60,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,60,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,60,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,60,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,60,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,60,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,60,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,60,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,60,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,60,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,60,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,60,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,60,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,60,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,60,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,60,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,60,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,60,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,61,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,61,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,61,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,61,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,61,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,61,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,61,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,61,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,61,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,61,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,61,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,61,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,61,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,61,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,61,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,61,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,61,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,61,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,61,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,61,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:57,61,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:16,61,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:17,61,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:18,61,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:30,61,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-50-space-marines:unit:50,61,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:37,61,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:38,61,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:39,61,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:49,61,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-52-space-wolves:unit:69,61,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:15,62,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:31,62,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:32,62,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:33,62,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-12-black-templars:unit:63,62,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:31,62,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:32,62,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:33,62,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:45,62,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:6,62,proxy,DEATH COMPANY MARINES
fnv1a-c57e67f4-35597364,book-14-blood-angels:unit:65,62,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:34,62,proxy,STERNGUARD VETERAN SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:57,62,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:58,62,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:59,62,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-21-dark-angels:unit:75,62,proxy,HELLBLASTER SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:26,62,real,INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:27,62,proxy,INFERNUS SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:28,62,proxy,ASSAULT INTERCESSOR SQUAD
fnv1a-c57e67f4-35597364,book-25-deathwatch:unit:38,62,proxy,STERNGUARD VETERAN SQUAD
